0.315,0.283,0.321,0.185,0.191
0.281,0.41,0.33,0.376,0.246
0.382,0.477,0.392,0.435,0.329
0.358,0.487,0.327,0.426,0.27
0.298,0.222,0.19,0.197,0.122
0.488,0.5,0.419,0.491,0.394
0.321,0.245,0.233,0.216,0.145
0.392,0.235,0.244,0.181,0.128
0.263,0.388,0.264,0.364,0.219
0.345,0.371,0.266,0.287,0.204
0.35,0.272,0.26,0.205,0.138
0.42,0.444,0.407,0.343,0.357
0.286,0.254,0.242,0.257,0.193
0.405,0.348,0.326,0.388,0.318
0.362,0.522,0.414,0.487,0.358
0.358,0.455,0.32,0.357,0.215
0.376,0.417,0.326,0.338,0.23
0.3,0.216,0.198,0.204,0.164
0.44,0.369,0.345,0.315,0.246
0.389,0.467,0.442,0.517,0.383
0.45,0.399,0.388,0.385,0.344
0.284,0.405,0.393,0.258,0.202
0.368,0.332,0.282,0.27,0.196
0.263,0.236,0.198,0.213,0.139
0.342,0.281,0.283,0.239,0.185
0.335,0.344,0.306,0.23,0.188
0.28,0.417,0.265,0.337,0.221
0.32,0.403,0.361,0.267,0.191
0.386,0.406,0.373,0.382,0.318
0.317,0.456,0.399,0.379,0.281
0.387,0.329,0.319,0.284,0.214
0.467,0.479,0.429,0.405,0.345
0.405,0.401,0.318,0.419,0.284
0.362,0.384,0.271,0.436,0.239
0.386,0.461,0.439,0.353,0.3
0.284,0.448,0.369,0.352,0.25
0.49,0.596,0.453,0.473,0.353
0.324,0.429,0.425,0.359,0.275
0.343,0.301,0.233,0.268,0.176
0.347,0.336,0.282,0.228,0.159
0.331,0.398,0.321,0.242,0.178
0.491,0.513,0.44,0.502,0.407
0.297,0.188,0.183,0.155,0.101
0.305,0.268,0.251,0.154,0.124
0.322,0.214,0.207,0.164,0.125
0.414,0.414,0.426,0.332,0.329
0.34,0.481,0.357,0.437,0.319
0.275,0.383,0.287,0.292,0.229
0.409,0.432,0.363,0.388,0.318
0.293,0.216,0.177,0.097,0.073
