0.347,0.444,0.409,0.401,0.377
0.368,0.403,0.396,0.375,0.379
0.431,0.484,0.416,0.445,0.41
0.515,0.5,0.462,0.481,0.452
0.352,0.32,0.299,0.306,0.297
0.619,0.484,0.471,0.468,0.462
0.403,0.374,0.361,0.343,0.34
0.312,0.296,0.283,0.274,0.265
0.414,0.427,0.4,0.395,0.395
0.375,0.385,0.375,0.365,0.364
0.403,0.416,0.376,0.378,0.357
0.4,0.402,0.366,0.388,0.368
0.369,0.412,0.374,0.377,0.368
0.431,0.429,0.406,0.385,0.375
0.485,0.5,0.474,0.487,0.477
0.431,0.422,0.406,0.387,0.381
0.372,0.446,0.427,0.417,0.406
0.426,0.455,0.427,0.442,0.425
0.494,0.443,0.421,0.421,0.408
0.469,0.431,0.406,0.401,0.388
0.394,0.371,0.347,0.363,0.352
0.403,0.358,0.343,0.341,0.339
0.332,0.317,0.3,0.283,0.279
0.341,0.525,0.475,0.498,0.465
0.349,0.465,0.431,0.41,0.389
0.477,0.471,0.455,0.447,0.441
0.375,0.457,0.432,0.445,0.439
0.397,0.496,0.468,0.494,0.48
0.402,0.392,0.379,0.368,0.368
