0.404,0.314,0.293,0.291,0.29
0.398,0.492,0.468,0.453,0.45
0.457,0.405,0.363,0.345,0.342
0.586,0.409,0.39,0.368,0.366
0.333,0.208,0.195,0.184,0.184
0.736,0.417,0.409,0.364,0.363
0.444,0.283,0.27,0.255,0.254
0.412,0.247,0.24,0.215,0.214
0.422,0.414,0.403,0.369,0.37
0.406,0.3,0.285,0.256,0.255
0.44,0.269,0.248,0.231,0.229
0.429,0.348,0.327,0.324,0.321
0.379,0.306,0.276,0.298,0.295
0.461,0.31,0.291,0.283,0.28
0.508,0.439,0.426,0.394,0.395
0.416,0.351,0.326,0.362,0.36
0.485,0.39,0.376,0.337,0.335
0.338,0.273,0.259,0.306,0.304
0.443,0.346,0.325,0.299,0.298
0.598,0.39,0.376,0.357,0.356
0.551,0.356,0.343,0.335,0.334
0.417,0.339,0.306,0.298,0.296
0.45,0.338,0.327,0.272,0.272
0.343,0.183,0.166,0.156,0.154
0.356,0.369,0.343,0.306,0.302
0.381,0.48,0.461,0.45,0.448
0.53,0.357,0.342,0.322,0.321
0.393,0.281,0.255,0.236,0.235
0.458,0.364,0.341,0.324,0.322
0.448,0.29,0.282,0.248,0.247
0.458,0.311,0.296,0.278,0.277
0.525,0.418,0.404,0.397,0.395
0.57,0.416,0.406,0.392,0.391
0.55,0.403,0.396,0.38,0.38
0.526,0.329,0.314,0.325,0.324
0.441,0.542,0.532,0.497,0.497
0.582,0.32,0.31,0.3,0.3
0.407,0.429,0.417,0.359,0.357
0.397,0.278,0.267,0.241,0.241
0.389,0.402,0.36,0.334,0.332
0.396,0.273,0.26,0.238,0.237
0.698,0.478,0.468,0.439,0.437
0.324,0.188,0.171,0.161,0.16
0.302,0.284,0.252,0.267,0.265
0.353,0.239,0.219,0.19,0.188
0.494,0.318,0.311,0.269,0.269
0.478,0.32,0.298,0.332,0.332
0.367,0.389,0.375,0.349,0.347
0.538,0.398,0.387,0.358,0.358
0.128,0.25,0.231,0.146,0.144
