0.347,0.444,0.409,0.401,0.377
0.368,0.403,0.396,0.375,0.379
0.431,0.484,0.416,0.445,0.41
0.515,0.5,0.462,0.481,0.452
0.352,0.32,0.299,0.306,0.297
0.619,0.484,0.471,0.468,0.462
0.403,0.374,0.361,0.343,0.34
0.312,0.296,0.283,0.274,0.265
0.414,0.427,0.4,0.395,0.395
0.375,0.385,0.375,0.365,0.364
0.403,0.416,0.376,0.378,0.357
0.4,0.402,0.366,0.388,0.368
0.369,0.412,0.374,0.377,0.368
0.431,0.429,0.406,0.385,0.375
0.485,0.5,0.474,0.487,0.477
0.431,0.422,0.406,0.387,0.381
0.372,0.446,0.427,0.417,0.406
0.426,0.455,0.427,0.442,0.425
0.494,0.443,0.421,0.421,0.408
0.469,0.431,0.406,0.401,0.388
0.394,0.371,0.347,0.363,0.352
0.403,0.358,0.343,0.341,0.339
0.332,0.317,0.3,0.283,0.279
0.341,0.525,0.475,0.498,0.465
0.349,0.465,0.431,0.41,0.389
0.477,0.471,0.455,0.447,0.441
0.375,0.457,0.432,0.445,0.439
0.397,0.496,0.468,0.494,0.48
0.402,0.392,0.379,0.368,0.368
0.381,0.381,0.369,0.351,0.347
0.481,0.491,0.455,0.464,0.443
0.515,0.447,0.433,0.442,0.433
0.486,0.496,0.496,0.474,0.485
0.399,0.421,0.396,0.4,0.385
0.434,0.482,0.453,0.437,0.429
0.469,0.411,0.398,0.391,0.394
0.417,0.426,0.395,0.395,0.372
0.366,0.386,0.388,0.338,0.351
0.332,0.404,0.36,0.345,0.332
0.376,0.408,0.397,0.379,0.37
0.596,0.505,0.486,0.492,0.486
0.291,0.29,0.268,0.262,0.254
0.31,0.378,0.325,0.348,0.31
0.321,0.35,0.332,0.301,0.289
0.386,0.362,0.348,0.34,0.333
0.426,0.447,0.408,0.409,0.378
0.372,0.384,0.353,0.37,0.349
0.447,0.427,0.404,0.399,0.392
0.234,0.376,0.364,0.298,0.301
0.43,0.466,0.434,0.436,0.419
0.471,0.441,0.411,0.414,0.402
0.405,0.491,0.473,0.437,0.424
0.492,0.474,0.445,0.452,0.428
0.35,0.333,0.317,0.299,0.292
0.33,0.35,0.328,0.316,0.31
0.326,0.32,0.316,0.292,0.292
0.37,0.383,0.355,0.366,0.347
0.538,0.557,0.529,0.55,0.534
0.389,0.386,0.347,0.364,0.343
0.502,0.443,0.436,0.427,0.428
0.489,0.494,0.422,0.452,0.423
0.416,0.452,0.405,0.398,0.363
0.489,0.452,0.427,0.438,0.42
0.449,0.442,0.43,0.421,0.426
0.424,0.46,0.442,0.418,0.41
0.341,0.477,0.404,0.401,0.38
0.403,0.388,0.362,0.365,0.351
0.265,0.245,0.237,0.229,0.227
0.452,0.495,0.451,0.444,0.44
0.408,0.421,0.406,0.372,0.375
0.328,0.315,0.293,0.293,0.276
0.409,0.45,0.426,0.419,0.402
0.355,0.33,0.325,0.316,0.319
0.39,0.412,0.382,0.378,0.367
0.366,0.378,0.367,0.366,0.367
0.423,0.45,0.422,0.409,0.397
0.338,0.402,0.356,0.392,0.366
0.526,0.536,0.498,0.489,0.472
0.495,0.518,0.465,0.473,0.444
0.398,0.412,0.393,0.377,0.376
0.442,0.414,0.392,0.392,0.386
0.351,0.337,0.309,0.312,0.294
0.365,0.379,0.351,0.343,0.332
0.516,0.453,0.454,0.441,0.45
0.308,0.463,0.448,0.361,0.355
0.375,0.425,0.417,0.387,0.389
0.643,0.634,0.583,0.627,0.601
0.399,0.374,0.354,0.354,0.34
0.366,0.361,0.33,0.344,0.329
0.31,0.368,0.341,0.312,0.306
0.358,0.416,0.381,0.367,0.349
0.494,0.511,0.492,0.485,0.48
0.31,0.293,0.287,0.269,0.267
0.497,0.51,0.473,0.485,0.463
0.326,0.399,0.377,0.348,0.338
0.469,0.45,0.402,0.402,0.38
0.334,0.322,0.317,0.297,0.304
0.396,0.429,0.386,0.405,0.373
0.503,0.478,0.451,0.467,0.446
0.48,0.44,0.422,0.42,0.413
