0.376,0.349,0.303,0.272,0.258
0.436,0.348,0.351,0.309,0.331
0.434,0.416,0.344,0.364,0.327
0.555,0.467,0.426,0.451,0.419
0.334,0.214,0.206,0.198,0.208
0.768,0.403,0.404,0.388,0.401
0.459,0.238,0.233,0.206,0.222
0.4,0.239,0.24,0.225,0.231
0.423,0.315,0.304,0.297,0.311
0.393,0.349,0.342,0.329,0.335
0.412,0.264,0.238,0.218,0.21
0.432,0.329,0.312,0.323,0.325
0.368,0.306,0.28,0.28,0.285
0.488,0.338,0.331,0.297,0.316
0.507,0.445,0.433,0.438,0.444
0.482,0.365,0.366,0.32,0.337
0.309,0.356,0.333,0.305,0.292
0.439,0.403,0.381,0.391,0.382
0.603,0.386,0.372,0.352,0.35
0.545,0.354,0.332,0.331,0.326
0.42,0.261,0.245,0.253,0.259
0.458,0.263,0.263,0.26,0.277
0.332,0.183,0.17,0.165,0.17
0.344,0.485,0.455,0.458,0.451
0.36,0.421,0.39,0.33,0.323
0.521,0.42,0.414,0.381,0.39
0.384,0.402,0.392,0.382,0.392
0.473,0.498,0.497,0.501,0.519
0.457,0.315,0.324,0.296,0.322
0.46,0.31,0.307,0.309,0.326
0.518,0.449,0.435,0.414,0.416
0.592,0.406,0.413,0.401,0.426
0.616,0.484,0.547,0.466,0.551
0.499,0.351,0.345,0.332,0.338
0.426,0.42,0.401,0.36,0.362
0.601,0.336,0.342,0.327,0.346
0.411,0.289,0.278,0.283,0.285
0.436,0.278,0.296,0.242,0.279
0.365,0.309,0.262,0.253,0.248
0.356,0.325,0.308,0.306,0.303
0.712,0.457,0.457,0.444,0.454
0.316,0.196,0.182,0.191,0.197
0.25,0.262,0.204,0.239,0.198
0.325,0.271,0.25,0.217,0.21
0.507,0.324,0.331,0.304,0.317
0.458,0.336,0.307,0.296,0.27
0.342,0.258,0.236,0.244,0.234
0.53,0.392,0.383,0.377,0.381
0.154,0.273,0.257,0.141,0.159
0.506,0.383,0.372,0.377,0.401
0.453,0.328,0.305,0.292,0.289
0.486,0.438,0.43,0.357,0.354
0.503,0.37,0.349,0.338,0.331
0.365,0.235,0.23,0.219,0.233
0.312,0.229,0.22,0.178,0.183
0.286,0.19,0.19,0.164,0.181
0.365,0.281,0.254,0.257,0.25
0.661,0.579,0.57,0.592,0.597
0.378,0.291,0.254,0.267,0.252
0.583,0.381,0.391,0.371,0.389
0.598,0.387,0.348,0.369,0.35
0.401,0.396,0.354,0.296,0.27
0.498,0.404,0.372,0.385,0.364
0.498,0.402,0.412,0.403,0.433
0.303,0.346,0.336,0.247,0.25
0.311,0.4,0.323,0.303,0.285
0.359,0.292,0.273,0.271,0.264
0.257,0.167,0.168,0.151,0.162
0.447,0.394,0.363,0.338,0.344
0.495,0.307,0.299,0.268,0.29
0.303,0.2,0.18,0.181,0.176
0.474,0.387,0.369,0.335,0.341
0.432,0.274,0.296,0.266,0.299
0.453,0.35,0.364,0.302,0.339
0.44,0.356,0.369,0.318,0.347
0.424,0.352,0.339,0.314,0.326
0.349,0.367,0.315,0.329,0.299
0.547,0.497,0.469,0.421,0.415
0.522,0.463,0.41,0.399,0.374
0.48,0.346,0.346,0.321,0.345
0.446,0.295,0.283,0.27,0.277
0.312,0.208,0.193,0.18,0.177
0.353,0.258,0.239,0.235,0.231
0.644,0.425,0.464,0.413,0.469
0.308,0.382,0.375,0.243,0.251
0.401,0.307,0.303,0.275,0.288
0.753,0.752,0.704,0.725,0.703
0.391,0.244,0.234,0.213,0.221
0.358,0.229,0.207,0.254,0.25
0.314,0.276,0.254,0.232,0.242
0.347,0.311,0.279,0.247,0.235
0.6,0.499,0.51,0.462,0.495
0.308,0.182,0.187,0.17,0.192
0.522,0.479,0.452,0.444,0.438
0.344,0.325,0.312,0.256,0.263
0.493,0.361,0.33,0.308,0.302
0.347,0.215,0.237,0.215,0.258
0.39,0.333,0.29,0.302,0.28
0.554,0.388,0.37,0.383,0.377
0.619,0.402,0.405,0.386,0.402
