19.39,27.276
22.912,27.855
18.409,27.184
19.213,25.56
24.339,30.74
20.002,23.29
22.11,28.728
20.819,27.934
23.762,29.334
21.912,29.281
20.662,28.121
19.795,23.2
22.378,28.983
21.474,27.842
18.782,23.811
22.556,29.696
20.839,27.403
20.611,29.092
21.354,26.755
21.144,25.747
20.603,24.803
21.622,28.134
21.737,27.537
23.08,29.32
22.702,29.298
20.77,29.275
21.192,26.553
21.148,28.809
21.108,27.888
22.715,27.835
21.297,27.586
19.092,25.576
21.058,26.331
22.665,27.941
19.867,25.214
21.781,26.511
21.172,25.444
22.792,29.232
25.201,29.632
18.884,29.087
22.706,29.274
19.307,22.884
24.204,30.404
20.385,29.451
22.503,30.51
19.637,25.274
21.3,27.736
20.686,28.895
20.016,25.307
24.735,32.133
