0.244,0.356,0.276,0.29,0.258
0.307,0.459,0.383,0.383,0.364
0.333,0.48,0.349,0.374,0.329
0.381,0.474,0.365,0.397,0.341
0.289,0.331,0.267,0.269,0.247
0.526,0.485,0.454,0.446,0.431
0.299,0.409,0.353,0.333,0.301
0.22,0.293,0.242,0.231,0.211
0.315,0.438,0.33,0.367,0.304
0.262,0.363,0.264,0.297,0.246
0.316,0.417,0.329,0.332,0.297
0.318,0.419,0.317,0.349,0.296
0.281,0.472,0.402,0.375,0.336
0.346,0.397,0.319,0.341,0.309
0.41,0.486,0.401,0.429,0.384
0.388,0.456,0.381,0.387,0.357
0.334,0.43,0.332,0.357,0.312
0.269,0.516,0.446,0.386,0.343
0.325,0.452,0.372,0.381,0.341
0.404,0.455,0.385,0.395,0.371
0.383,0.436,0.359,0.376,0.336
0.302,0.405,0.303,0.313,0.272
0.332,0.369,0.302,0.323,0.293
0.248,0.311,0.245,0.254,0.218
0.251,0.378,0.29,0.302,0.259
0.243,0.388,0.266,0.292,0.244
0.357,0.459,0.366,0.394,0.344
0.274,0.486,0.432,0.381,0.34
0.287,0.453,0.359,0.332,0.294
0.308,0.479,0.41,0.412,0.378
0.3,0.392,0.311,0.343,0.304
0.377,0.494,0.388,0.402,0.353
0.413,0.449,0.382,0.398,0.371
0.41,0.436,0.383,0.396,0.373
0.291,0.421,0.311,0.344,0.292
0.324,0.495,0.44,0.387,0.35
0.402,0.404,0.357,0.361,0.345
0.333,0.452,0.36,0.367,0.32
0.289,0.374,0.3,0.289,0.263
0.237,0.442,0.335,0.329,0.302
0.263,0.502,0.444,0.404,0.361
0.499,0.482,0.431,0.454,0.429
0.217,0.303,0.217,0.23,0.198
0.217,0.364,0.234,0.286,0.24
0.213,0.33,0.251,0.236,0.188
0.308,0.403,0.329,0.311,0.286
0.327,0.444,0.318,0.369,0.311
0.266,0.37,0.268,0.312,0.262
0.348,0.428,0.33,0.382,0.334
0.195,0.339,0.244,0.202,0.174
