28.868,26.274,27.884
30.303,28.521,29.913
29.608,26.946,29.155
28.605,25.762,27.577
33.234,30.044,32.71
24.004,22.791,23.698
30.908,27.536,28.908
28.304,25.563,27.007
32.969,29.505,31.975
32.522,28.317,31.485
28.721,27.082,28.783
24.064,23.34,23.922
31.659,28.642,31.228
29.464,26.486,27.549
25.426,23.681,25.36
31.991,29.153,31.491
29.845,27.242,29.652
33.233,29.616,32.374
29.5,26.559,28.439
28.406,26.527,28.065
26.012,24.207,25.456
30.304,28.212,29.751
28.357,25.47,26.449
32.654,30.281,32.84
32.664,29.948,32.034
31.652,27.799,30.009
28.68,26.079,27.886
31.0,28.138,30.381
29.489,26.988,28.588
29.811,27.411,28.938
29.062,26.695,28.467
28.717,25.176,28.373
28.06,26.058,27.735
30.41,27.676,29.684
27.303,25.764,27.174
29.032,26.459,28.478
25.577,24.005,24.773
32.405,28.055,30.986
32.25,29.286,31.96
31.9,29.638,31.874
32.083,28.017,30.518
23.635,22.485,23.118
32.18,30.959,32.817
32.158,27.124,29.975
33.474,29.737,32.581
25.496,24.187,25.579
30.594,26.938,28.778
32.133,27.88,30.499
27.339,24.889,26.927
39.592,33.792,36.405
