19.628,19.125,25.735,28.703,34.82
22.13,21.879,27.489,27.727,30.647
18.287,18.363,24.303,26.586,29.982
20.161,17.492,21.478,24.882,27.493
12.954,24.38,29.825,31.67,34.698
17.659,20.169,27.108,23.709,29.807
20.682,22.256,29.006,30.24,35.532
16.877,19.839,26.947,29.588,36.183
22.751,24.572,31.962,31.974,38.157
16.695,21.838,27.809,31.115,36.592
15.132,20.53,27.028,29.93,35.647
19.749,20.271,26.438,23.278,29.124
23.654,22.402,28.737,29.996,34.054
23.545,22.052,28.547,29.017,34.411
19.836,19.23,25.935,24.223,30.379
20.752,20.506,24.658,29.987,33.067
21.042,21.902,28.51,28.723,34.25
19.37,21.881,28.153,32.462,37.507
17.942,19.699,24.848,26.846,31.341
23.123,21.454,27.609,27.003,31.306
21.779,20.844,27.869,25.765,32.104
22.986,22.037,28.752,29.563,34.667
18.268,21.28,28.488,29.229,35.799
19.472,23.58,30.423,32.263,37.972
19.98,22.189,27.878,30.402,34.757
19.129,20.237,25.876,30.091,33.583
19.722,20.778,25.932,26.507,29.462
19.886,19.547,23.974,28.362,31.345
15.647,20.505,25.833,28.385,31.872
22.952,21.727,27.896,27.465,31.904
18.319,21.762,28.639,29.876,36.327
18.746,18.25,24.488,26.647,31.728
19.491,21.06,26.722,26.713,31.909
21.009,23.476,30.457,29.549,35.001
21.34,18.974,25.288,26.031,31.663
24.628,21.158,27.157,27.904,32.777
15.877,20.922,27.891,26.421,32.876
20.503,22.757,28.413,29.609,33.87
18.854,25.068,30.954,32.181,38.83
18.916,20.584,26.608,31.083,36.299
18.466,22.327,28.516,30.706,36.555
18.19,19.455,25.599,23.51,29.425
19.023,24.15,30.551,33.03,38.446
17.914,21.112,27.288,31.451,35.572
20.763,22.831,29.654,32.621,37.237
19.907,19.42,25.86,26.008,31.813
20.394,21.657,28.116,29.125,34.243
21.121,21.457,26.41,28.837,30.856
19.197,19.984,26.661,26.506,32.02
17.242,25.539,31.955,36.303,40.761
