0.376,0.293,0.262,0.247,0.252
0.436,0.39,0.393,0.347,0.371
0.435,0.441,0.386,0.336,0.342
0.554,0.47,0.437,0.434,0.432
0.335,0.215,0.21,0.176,0.196
0.769,0.456,0.471,0.414,0.427
0.458,0.239,0.238,0.183,0.201
0.399,0.23,0.23,0.182,0.195
0.422,0.355,0.353,0.318,0.339
0.397,0.338,0.328,0.269,0.292
0.413,0.274,0.252,0.221,0.226
0.432,0.343,0.333,0.296,0.316
0.368,0.362,0.336,0.301,0.308
0.489,0.324,0.325,0.27,0.291
0.507,0.48,0.449,0.406,0.417
0.418,0.385,0.377,0.322,0.348
0.482,0.415,0.421,0.33,0.341
0.307,0.25,0.227,0.234,0.244
0.438,0.341,0.327,0.298,0.311
0.604,0.421,0.416,0.366,0.378
0.543,0.358,0.342,0.32,0.326
0.418,0.33,0.294,0.235,0.243
0.458,0.277,0.283,0.235,0.254
0.33,0.198,0.186,0.17,0.182
0.346,0.448,0.427,0.386,0.389
0.359,0.499,0.47,0.427,0.43
0.52,0.381,0.377,0.279,0.289
0.383,0.27,0.257,0.207,0.221
0.471,0.521,0.504,0.444,0.454
0.458,0.476,0.483,0.408,0.424
0.459,0.297,0.292,0.25,0.272
0.519,0.469,0.45,0.363,0.376
0.592,0.387,0.388,0.351,0.367
0.614,0.347,0.397,0.305,0.352
0.501,0.348,0.331,0.312,0.317
0.425,0.324,0.306,0.249,0.257
0.601,0.319,0.322,0.286,0.306
0.41,0.308,0.294,0.255,0.269
0.432,0.274,0.288,0.206,0.245
0.362,0.324,0.271,0.222,0.235
0.356,0.322,0.283,0.214,0.218
0.711,0.463,0.457,0.408,0.415
0.316,0.246,0.232,0.199,0.215
0.249,0.24,0.173,0.2,0.197
0.325,0.229,0.213,0.158,0.17
0.507,0.472,0.462,0.372,0.385
0.459,0.313,0.276,0.242,0.261
0.341,0.319,0.293,0.236,0.237
0.529,0.381,0.371,0.322,0.326
0.153,0.265,0.255,0.111,0.144
0.508,0.479,0.465,0.378,0.404
0.453,0.302,0.284,0.245,0.253
0.485,0.377,0.377,0.313,0.325
0.504,0.425,0.412,0.338,0.357
0.364,0.237,0.233,0.182,0.199
0.311,0.217,0.208,0.166,0.18
0.287,0.185,0.185,0.126,0.156
0.364,0.261,0.237,0.2,0.213
0.66,0.481,0.464,0.371,0.372
0.38,0.35,0.313,0.302,0.31
0.584,0.444,0.461,0.408,0.427
0.597,0.394,0.353,0.324,0.326
0.402,0.268,0.224,0.202,0.208
0.499,0.39,0.357,0.302,0.302
0.497,0.389,0.396,0.355,0.374
0.304,0.402,0.394,0.299,0.31
0.312,0.363,0.297,0.224,0.239
0.359,0.615,0.609,0.51,0.519
0.257,0.202,0.204,0.176,0.194
0.449,0.333,0.324,0.266,0.288
0.494,0.354,0.344,0.282,0.289
0.302,0.213,0.195,0.162,0.174
0.475,0.404,0.383,0.338,0.354
0.43,0.33,0.344,0.273,0.301
0.456,0.362,0.363,0.286,0.328
0.437,0.315,0.324,0.256,0.293
0.424,0.498,0.503,0.434,0.455
0.351,0.473,0.439,0.304,0.308
0.548,0.377,0.359,0.316,0.328
0.523,0.449,0.407,0.351,0.357
0.479,0.352,0.358,0.305,0.325
0.448,0.401,0.388,0.345,0.353
0.314,0.218,0.202,0.161,0.171
0.354,0.389,0.384,0.373,0.38
0.651,0.496,0.545,0.413,0.456
0.309,0.176,0.171,0.133,0.147
0.4,0.204,0.201,0.173,0.186
0.751,0.739,0.683,0.697,0.694
0.391,0.229,0.225,0.185,0.201
0.36,0.418,0.4,0.354,0.366
0.313,0.253,0.224,0.167,0.192
0.349,0.224,0.196,0.171,0.178
0.599,0.515,0.517,0.457,0.479
0.308,0.21,0.211,0.171,0.198
0.521,0.465,0.432,0.437,0.45
0.344,0.337,0.326,0.313,0.339
0.492,0.374,0.342,0.29,0.301
0.344,0.215,0.231,0.164,0.209
0.391,0.34,0.311,0.361,0.369
0.553,0.406,0.369,0.353,0.358
