28.868,26.998,28.115
30.303,29.309,29.919
29.608,26.672,27.441
28.605,25.908,26.686
33.234,31.617,32.92
24.004,23.279,23.742
30.908,29.131,30.59
28.304,26.729,27.191
32.969,29.504,30.578
32.522,29.561,31.417
28.721,27.945,29.097
24.064,23.499,23.933
31.659,30.151,30.991
29.464,25.303,25.745
25.426,24.041,24.984
31.991,30.524,32.159
29.845,26.846,27.572
33.233,31.125,32.726
29.5,26.685,28.083
28.406,26.86,27.479
26.012,24.339,24.848
30.304,29.362,30.169
28.357,28.194,28.775
32.654,28.485,29.954
32.664,30.591,31.99
31.652,29.23,30.425
28.68,26.594,27.474
31.0,29.048,29.993
29.489,26.271,26.857
29.811,27.878,28.564
29.062,27.357,28.027
28.717,24.606,25.395
28.06,25.341,26.115
30.41,28.187,29.286
27.303,25.547,26.319
29.032,25.848,27.11
25.577,24.895,25.445
32.405,29.256,30.386
32.25,29.683,30.873
31.9,29.563,30.522
32.083,30.12,31.889
23.635,22.729,23.079
32.18,30.778,32.068
32.158,30.835,32.54
33.474,30.587,32.615
25.496,25.118,25.574
30.594,27.517,28.638
32.133,29.44,30.97
27.339,25.456,26.151
39.592,36.14,39.031
